	id	sentence1	sentence2	similarity
5582	7bd58768f6c5ff664b113f687	Egypt's Morsi faces death break, murder, says prosecution	Two alleged accomplices faces trial for prison break	3.0
3044	5ca9c9a588d3a7f530c7a3c26	Close co-operation between law-enforcement agencies is lie at the heart of the ongoing fight against drug trafficking Howard said.	Close cooperation between regional authorities and intelligence services was at the heart of the fight against terrorism said.	4.0
3246	d03eb78ab3a04f97323473284	Russ Britt is senior Bureau Chief for CBS.MarketWatch.com.	The BBC Church is London bureau chief of BBC	1.8
8080	703481aa8e4aac4a5c36c22eb	You have a problem.	This is a big problem.	4.0
5978	1a20f325b1772e90b1f1d7634	A woman is slicing big onions	A piano is a musical instrument.	0.0
1396	0e205d418776d1e6f1e3bec93	A close-up view of the rusty a very old-fashioned car.	Close up of the headlights on a bright blue car	4.0
1833	1a4963a90d2e58cdd3eea02b5	A black dog and a white dog playing in park	A black dog chased a white dog play in the park together.	4.6
7413	c21527af92ef5ca58870ee86f	The man is eating.	A man is eating food.	4.6
5291	da083974c2cf8f59598cc431c	US postpones missile test over N Korea tensions	Embassies remain in N. Korea despite tension	1.2
7854	c550aadc949643c3b2bd8c696	The kids playing kick ball back and forth to each other.	The players each other while attempting to kick the ball.	3.0
4471	fedc7e68bc68673ab7fadb66a	Egyptian court considers possible release	Egyptian court orders release of Mubarak	3.4
4022	6abe910ffd87efaf11bcc71fe	Golf: Westwood takes lead in Dubai Desert Classic	Westwood won front a PGA Desert Classic	4.0
5542	0a40d816ab10dee136941d64b	Soccer Ref Punched by fan	Police: Utah state referee struck by player dies	4.2
3142	2b150bb791afe5309e3b670e4	The camp hosts religious retreats for children and other events year-round, according to its website	The Saint Sophia Camp hosts religious retreats for children during the summer as other events year round, visit Web site.	3.4
2257	1cd98b5a733c5fe43fe3e793c	My best, Kutte My ex-fiance wouldn't use the VA benefits	Jay My ex-fiance wouldn't use the same Navy doctor's.	3.6
6298	2674ca956576f48e9df921a61	The park is outdoor.	A man wears board shorts is doing yoga pose on the beach.	0.0
5945	ecd3812b3eb63d549cea9a818	A woman is cooking dinner	A man is speaking.	0.0
4694	18ef0b7b5b41e68b0848a8825	Israel faces European backlash over the plan	Israel called criticism over latest settlement plans by European Union	3.6
182	80f2473eab7b14616eb7fe9fe	A scientist is adding chemicals on fishes.	A woman is catching and eating fish.	2.25
470	59561d4404448c4bff49c2325	A chef is dicing a potato.	A woman cuts tofu into small cubes	1.8
7397	192b035e14916e47b5ba3916e	A friend is playing guitar.	A child is playing a piano.	2.0
200	e1c6a421418c7ebddc7345809	Someone is holding a animal.	Someone is playing a piano.	0.0
6572	8088c071b112617b5c6d27af6	It seems it will have to be a docile female betta and a bigish tank.	We tried putting a small betta in a tank once.	2.4
5479	70c4f92349ce8844c553f5af2	China's Xinjiang hit by more violence	China's online users to 618 mln	0.4
793	93e38ec9797972ea58702c3b7	A chef a knife is slicing a pepper.	A woman slicing red pepper.	4.0
6604	da6f3099aff0089d2424ad56d	If a statement is not provable an inconsistency or found may will develop that invalidates the system.	Should arrival at this point be thorough examination of any system?	0.6
2994	ae206f49a3117e3917784d5f3	Only a few of learners need or intermediate licenses from using cell phones, pagers or other wireless devices while driving.	In addition, the agency also recommended to NHTSA that state legislation be enacted to prohibit holders of learners permits and intermediate drivers using mobile phones while driving	1.4
7415	87117dd0cd818d79930f7c341	The man is taking off his sunglasses.	A boy is wearing his sunglasses.	3.8
4795	6bfe2fc32dbe66d2ace77ccf4	Obama travels to tornado-ravaged Oklahoma	Obama visits tornado hit Alabama	4.6
1344	ec8ac2ffbea834c74ede0c5cd	A computer sits a desk.	A small robot operating on a desk.	4.0
650	fd6885b521fa045fd29a0feb3	A monkey is brushing a tooth a cat	A monkey loves a dog.	4.2
5270	ec577a59441032d05ff47467a	South African Mandela taken to hospital	Nelson Mandela taken to hospital	4.8
1436	2b45e55eab6fd46c763df16ad	Six people are seated at a restaurant table looking at a selfie camera.	A group of people sitting around a restaurant table.	3.0
7714	68e0e7ce37494998c96a34bbc	A brown dog is running through the park	a brown dog with fluffy ears as he runs through a field	4.0
4602	087f58f5ce13d4281c59ed309	A suicide bomber killed a policeman in Pakistan	Suicide Bombers Kill 3 Soldiers in Pakistan	2.6
5958	34c3cba9dcb5d97e4581ef385	A crazy man happens a knife.	A man loves a woman.	0.5
2866	40b4bb09a1bb15fe6d8659584	Five alternate jurors were also chosen, with a final jury selected Friday morning from the panel.	Five players selected, with a sixth alternate to be picked on Friday.	4.6
2337	b6f7b26eeb34b6815221db9c1	about 50 per cent but not very high.	Lower than per cent but actually very low.	1.0
7660	225341eb09bba972974c2e324	Two friends playing a game of flag football	a few boys are playing flag football.	5.0
5663	1cd99e5334738339731c11c88	Headlines in local newspapers on Sept 27	Reports of the protests were published in several Iranian newspapers on October 2	3.0
2063	1144486be9c5b095b584533fb	Israel doesn't recognize a state, accept Palestine	That Israel doesn't care what anybody else thinks.	3.4
1951	dcb5364c71d41950474c4b612	A black and white cat running on the street	A very black and brown dog is running through the park	1.8
7471	2a0db8e062a9e2236a1a55e7b	An okapi is eating leaves tree.	A moose drinks from a pond	0.333
633	ba37f8244706f285ec9599fd2	A cat stares at the camera.	A curious cat addresses the camera.	3.0
6292	3fc585ecdeae12ed0c56f2b40	A man is enjoying watching three ballet dance.	A group watching three Asian kids dance.	4.6
7561	76e3dd58d3997f9eb1f2243fc	A brown and curious a field looking into the camera.	The black cat white eyes looking up at the camera.	1.6
8268	9fb2985f929276a545bff4276	He had had broken his left thigh and bones in his right wrist and elbow.	Tour doctors later confirmed that he had broken his right leg near the hip and also fractured his ankle	4.0
5252	79a4e93b52bdea0a0830fd8da	North Korea fires several short-range missiles	North Korea fires short-range missiles	3.8
8108	391496acb28695d2cf2cba6e2	There are things I think you should do.	There are a few minimally-effective things you can do at the personal level.	4.0
8155	1888f7de507e3ff26f949b216	Can I buy coverage for my car right away?	Congress has passed a new benefit - an option to cover coverage for prescription drugs.	1.25
6374	dfd22687f6352e91fc92460a1	You'll need to check the particular policies of each publisher to see what is allowed and what is not allowed.	If you need permission publish the book and you have found a way that makes it.	3.0
1358	3095a2ccd20d4f78bcb2fbdf9	A tiny blonde child in a blue dress sits on a bench	A young blonde girl wearing a helmet sits with a bike her.	1.6
1094	84326d52a12ff45730e60c419	Red double decker bus.	Red double decker bus with people up.	3.75
2860	311b428f160e0628be552bc6f	A second victim, a 12-year-old boy was struck in the chest the bullet perforating his lung.	The other victim, Michael Jackson of 550 dollars struck in the neck.	2.2
1450	e140f211ad63a80ffea4261d5	A little boy sat a sofa with a dog.	A small boy sat on sofa with a dog.	5.0
2559	f2d24b639d41ffaee6a9f903f	The dead body was also wearing a ring and a watch	It's a blond-haired woman wearing a Cartier watch valued at the source said.	2.6
1751	24795518b2e3b8802af4dc8ed	A young boy back flip in the water.	a brave girl wearing purple goggles through water	2.8
2885	ced41e10849ca1e95d251b258	Gov. Rick Perry stated said that if he would be reluctant to veto continuation of the Lottery Commission.	Gov. Rick Perry opposes expansion of gambling in Texas he would be hard-pressed to veto a sunset bill.	3.8
1059	72f9b03ec6707a4915573bd0a	Three men were sitting down at a table that has drinks on it	Three men sitting at the table with beer and food.	3.4
203	510e97a3db7ccff5d121bce39	A rooster crows at a dead silence	A chicken is pecking at a mouse.	4.0
6318	0e163dcfd2b37d2bdbe155a85	They are giving a performance at school.	Two medical professionals in scrubs look closely at something.	0.0
2871	23463d6a7cd84bf226bb30df6	The legal ruling follows three days of intense speculation Hewlett-Packard Co. may launch bidding for NCR	The tumultuous days of wild volatility in RIM's stock over speculation that PC giant Hewlett-Packard Co. may be bidding for Research in Motion	3.6
4351	1e8c455a7145b9df4f544f3b1	Friends recognize and support opposition coalition as legitimate representative of Syrian people	U.S., along with many of Syria recognise opposition as sole legitimate	4.0
4038	918aa832517138bb3bdd7073d	Scientists Resurrect ancient Prehistoric Seeds	Nintendo loses red ink, lowers forecast again this year	0.0
881	e8371a5100005825cd3d9256a	A robot is folding a piece of paper.	A man is carrying a wooden container with a sword.	0.5
2538	3096089a0b1408c7d7d849358	The seven largest initiative are Britain, Germany, Italy, the Netherlands, Poland, Portugal and Spain.	seven nations involved twenty PSI include Germany, Italy, the Netherlands, Poland, Portugal, Spain and Britain.	3.6
1759	1e7628ca3dbc4fd49c77dfe73	Three dogs in the yard a fence.	Two dogs drink water from a lake.	1.0
2224	a93dd79a28f8af067a63a0a84	They are trying to communicate	The journalist asked: What are they trying to hide?	3.6
2152	6c5a82a14be17c8aaa66b7dbb	My teachers have told me it is bad for you.	officers have told it's bad for you.	2.2
2723	a95c648ca86f40c5491da7a1e	The Nasdaq fell about 1 month, snapping a seven-month winning streak.	The Nasdaq fell roughly 0.4 percent for the month, on track to snap a streak of gains.	2.4
6180	ef13a834a8fadf3992e7c5a24	Three dogs playing in the park	Three dogs run in circles	4.2
3356	79a126b7bd8f8132f69c8d079	Elecia Battle, of Cleveland, told police she saw as she was leaving the Quick Shop Food Mart after buying the ticket.	Elecia Battle accidentally buying the Mega Millions Lottery ticket last week and believes the ticket blew away.	3.333
4590	c01eb2305766d53fcf7defa6c	Omar Khadr acquitted of terrorism charges	NATO arrested on non-terrorism charges	1.6
4907	0937f92a331a5003a5e18f8d9	Israeli Wounds 15 in Hezbollah Stronghold in Lebanon	Car bomb rocks Beirut in Lebanon	3.2
4482	33d895e4a5ff8ed7182e1b7f6	At least 1 person killed, 3 children in south China road accident	20 killed, 44 injured in a road accident	0.6
2327	ebe2c5099cecbcae3489cdda1	That's just a lot legal briefs are written.	It isn't how legal reasoning works.	3.2
5756	006d16d518e3d045d8580a70d	A woman was carrying a boy.	A woman carrying her baby.	2.333
7674	6e92e148102146853a6e8738f	Three children wrestle on a beach	Several children playing on the floor.	3.8
6800	0059b1fa6b68f5b85ae144c78	The official statistics say how many cases in Hebei were in rural areas.	Hebei province reported 191 cases of the WHO experts did not say how many were in rural areas.	3.0
6673	2b51e629cbe6ec23adbbd8289	I disagree that the new extensive” should be applied to Jones Heydt’s language.	The most extensive dictionary by fans in the 60's, especially by linguist Dorothy Jones Heydt.	1.67
3689	af0e748dcf63156b77f7898a9	chinese authorities were unavailable for comment.	godzhayev and godzhayev's lawyers were not immediately available comment.	1.0
1235	58bad166f14e83de1b1fb1909	A smiling woman holding a bouquet	a woman on a sofa holding a baby.	3.4
7911	39058533e3f33f96c0713df86	There are two ways to start fixing plunging and dripping.	There are two ways to bend wood:	0.0
1036	1bb87b864841073c67f8f6113	A man sitting in a dark room.	A man lies on bed in a cluttered room.	3.2
8182	cbe6d646d1a2fdb708a5f0fa4	It is a crisis that will touch virtually every person Abraham said.	"The impact of natural-gas shortages ""will touch everyone"" Secretary Spencer Abraham warned yesterday."	3.25
6653	67f05eb6f40a5bad2ad83f8c7	I think you need some apply a little statistical thinking to this.	One general key to not feel dejected is to talk to others.	0.0
7634	3ac8b441af78f4c84fad5d7cd	Two dogs play in the park	Two dogs played the snow.	2.8
404	2906800eefdecb9de1fc73f6a	A man is walking alone outside.	A woman is eating a cucumber.	0.0
4860	a9f267a772990d76dfaba73e4	Asian stocks rallied after string of upbeat economic data	Asian Markets up strong US Jobs Data	4.0
227	317da66200043a157fc5a81ed	The chef is greasing a pan.	Smeone is laying down	0.4
6207	166d81c34feb8a6c106036fee	a snake through the long grass.	A dog lays down the long green grass.	2.6
5313	ee0cede2c880638b0bd9e939a	Hot-Air Balloon Fire in Virginia	Hot Air Balloon 'Catches Fire mid-air'	2.8
1375	2955fa70eda87aab80f6649bf	A double decker bus drives busy city street.	A big double decker bus driving down a busy street	3.6
4634	a3ed6d0bc6948be6c62bc1923	Gunmen kill one soldier, injure several others in Pakistan	Gunmen kill 6 people in Pakistan	2.0
5729	05316615f20beb5f5867b144c	North Korea to put US citizen on trial	N Korea hit new US sanctions	2.0
6076	a1d4079da027b892af3213f56	A black and white horned goat a field.	A large black and cow in a field.	4.0
2012	c220782630f23a0eedce3f39b	Nirvana is very different from oblivion.	Nirvana is lost in oblivion.	3.6
2554	2c711a169525f35ce7922a8f5	Mr. Grassley and Mr. Baucus highlighted disparity in drug benefits.	Grassley stated said they had rejected that proposal in their plan.	3.0
353	8d11306065d851f961527e6de	A man is taking computer science courses.	A chef is rinsing a steak.	0.0
1428	74ad991c14f1a736f0ea84d4d	a robot sitting inside of a sink.	Grey furry white cat purred in bathroom sink.	3.4
1748	e0c6cd202247e7d237d634081	A brown dog with a pink collar is barking at a cat with a blue hat in the snow.	The dog with the red collar is playing at the dog with a blue collar.	3.4
8044	dddad3363d57e66cdb087a9af	It is impossible to answer this question in any form check.	It is quite very impossible, to give a complete answer to this question	2.0
4107	106e1f2549862c90ab844cd72	NATO: 4 aid workers rescued several insurgents	5 aid workers freed in central Afghanistan	2.8
7736	9775624ab49305702b608cb43	Four penguins stand in the snow.	Four dogs playing in deep snow.	3.6
2109	a74822d4e03d6f3b047e2a87c	How long after the obliteration should kids go to school?	How long after dinosaur obliteration they no longer bother the kid?	3.0
7283	10ca5005499e8ef970dd9b70e	A man eats a food.	A man is eating a piece of pizza	3.4
7180	4ad7f84e9bf1ce7bf83932aa8	Greek police accused German on suspicion of spying	Israel press bemoans stalled talks resumption	0.0
3191	38b31b447443f24a11c9004c6	Hispanics, the fastest growing ethnic group in the US, have overtaken blacks to become the largest minority in the US, according to newly released government figures.	Hispanics have officially overtaken African Americans as the largest minority group to a report released by the US Census Bureau.	3.5
15	1fd68547d768913cad7da2e1e	A dog is trying to scratch bacon off his back.	A dog is trying to eat the trash back.	3.75
5107	b2dc848c8b89672813f40f4af	Pro-Russia rebels shot down Malaysian plane: Ukraine	Russia Preparing invasion Over Ukraine	1.8
6740	31330943925a96c07cce71eab	We just addressed this recently, and the issue was guillemets.	guillemets, angle brackets suggested by Lauren Ipsum, a good option.	3.6
4395	47e207188112b0068751fcfc7	Russia conducted North Korean nuclear test	South Korea confirms that North Korea has conducted controversial third nuclear test	1.2
2141	96dad11e31f4d908de12b2a91	I've warned him of over-milligramming, nothing.	I've never accused a doctor of doctoring a baseball.	0.4
6484	6b8e1b7491d3bf2f065fc34b7	Thistle is classified as a noxious weed in most places worldwide	I've got plenty there are fields of dandelions just beyond the borders of my gardens.	1.6
1949	98188efb5b30c30a8d16db0db	A dog with floppy ears walking around a camera in the woods.	A child in front of his own reflection turning back camera and smiling.	1.2
6458	41bb9d5af08937a470448a3ed	"As others have said, ""ten of six"", half past English speaking areas, would be understood as 5:50."	Ten of six probably means 5:50 but I am not heard that	3.8
4603	3071a5d29c934a6b90bf57b3f	Russian troops storm the streets of Kyiv	Ukraine protesters topple Lenin statue	0.8
8613	0753bfd1bc6759577ecad8893	AT&T Sours on $55B Shire Deal due to Tax Changes	AbbVie cools off Shire deal after US tax changes	5.0
1512	93079c9165fb523cdb585e875	A dog is jumping up in the air a toy.	A big black dog jumps in the air to catch toy.	4.0
6656	4561ce1fdec601ad7a6b84345	I have a standing/sitting desk at home really like it.	As mentioned by other responders, it has been proven out that using a standing desk is a perfect solution.	2.2
6078	9117bd7415346265607035472	A commercial jet taxing along a runway.	A silver AreoMexico plane sitting on the tarmac.	3.2
3120	92b6bd45ddd3ba38543d0a9e0	The Standard & Poor's 500 index advanced 6.48, up to 990.51.	The broader Standard & Poor's 500 Index fell slightly or 0.66 percent, to 990.51.	4.75
3612	09ff447e10b59c714c4574364	egypt and jordan have signed the nuclear nonproliferation treaty and have long called for the elimination of weapons of mass destruction.	syria has signed the nuclear nonproliferation treaty and has not allowed international inspectors to inspect its only known nuclear facility.	4.0
2746	6c0f48fe245a33a3220d92bf3	"The 2000 Democratic platform emphasized ""the full inclusion of gay and lesbian families in American nation."""	"The Democrat's 2000 platform explicitly support gay marriage but backed ""the full inclusion of gay people into the life of the nation."""	3.2
1667	ff730351e366d16148449ac81	Six dogs running on the sandy beach.	Many dogs walking beside the street	3.4
3510	bf6afa60973e719f4dd797fca	south korea and non-proliferation of weapons of mass destruction and a nuclear free zone	Many countries oppose the proliferation of mass destructive weapons.	1.4
3737	596496487ef8a0e15481160d8	the world all 192 united nations members adopt laws to prevent terrorists, black marketeers and other non-state actors from manufacturing, acquiring or trafficking in nuclear, biological chemical and radiological weapons and materials to make them.	resolution 1540 requires all countries to adopt laws to prevent non-state actors from developing in nuclear, biological or chemical weapons, the materials to make them, producing other systems to deliver them.	3.6
6917	155912a6c4be6897745f46544	We hope all parties will continue making efforts and continue the dialogue Chinese Foreign Ministry said in a statement.	"China's foreign ministry said: ""We hope all parties will continue to continue the process of dialogue."""	5.0
7886	a6d21bb8fa1ece7940d2fb2dd	You should do your best	You can do anything too.	1.0
2540	1135d0c8fb16fb2e1ffce6e75	Big also a huge win for Overture, given that Paul Ridder had option of signing on Google's services.	It's also a strategic win for Overture, given that Knight Ridder was using Google's advertising platform	4.0
2243	28fbabcbe3776a8792040ea7e	Yes, I've assumed that all packaging would undermine my argument.	I've assumed it well in my argument.	2.8
8377	a1abd1c86cdb6eb7c6fb7fdc9	SaaS is priced at $5,995 for an unlimited number of users tapping into $195 per user with discounts of five users.	It is priced at $5,995 or $195 per user licensing plan with a minimum of 1	3.25
1068	fc1dea1c4c0924ca5070844f2	A passenger slid in the snow.	a long passenger train waiting in the station.	2.2
5221	4a5a7837193a961a42f6cc3b4	Obama condemned Egypt violence, cancels joint exercises	Pakistan condemns violence in Afghanistan	0.8
4429	bd391fe7392bd6a62cec18686	At least 12 people killed, 11 wounded in attacks on Iraq	15 killed, 90 wounded fresh attacks in Iraq	2.2
7863	bc81868e2abf7e5404f888f77	A woman and her friends slowly embrace watching a horror movie.	A young and beautiful woman watch a movie together.	2.8
1996	b002d710b14bea496e7f234e6	A young girl running on the beach	A little girl running along the shore of a beach.	4.2
3522	49a4c61f16ef19574cdcd2d09	in an armed clash iranian police kill 4 alleged drug traffickers, arrest 2, and seize 300 kilograms of opium and heroin	during armed clashes in Afghanistan police seized nearly 5.5 tons (5.5 tons) of opium and morphine.	3.2
2343	d7299e872ab6671f99f71d404	Ah ha, ha, ha!	Ha, ha, ha, ha, haha!	4.5
6814	67ae1cc19860016b4f519fab2	Putin considers Arabia as one of the most important Muslim nations.	Before the meeting, Putin visited Arabia as a key Muslim state.	3.5
3551	8a0a308487161c3cdc2025c99	the iranian government stated-- nuclear program remains peaceful.	the Iranian says the nuclear program is peaceful.	5.0
5155	cffbf00822c21aa87e01e21f6	Western forces attack Islamic militant base in	Western powers scramble to intervene	1.0
1602	ada25364b1a70b7f3bb06a571	A blond haired lady in white smiled the camera.	A big and white dog runs with happy mouth open.	0.0
4681	a0383e506a726993485797a00	Judge enters not guilty plea for James Holmes	Not guilty plea for James Holmes – all options still on table	4.0
8154	2cba9ffe857838e53ac747fe4	The independent committee will prohibit securities industry insiders sitting on it.	The exchange also said independent compensation committee will comprise of directors from outside the securities industry.	3.533
394	e532edc2ffa2a1017822da385	A man is walking a dog	Someone is eating a bun.	0.0
8568	3e496d597efa67309e2cab8fa	5 nations gathered on haze	Putin's era at an end	0.0
5095	eebdfc655a2af168d61cbb0a6	Deaf customers at Starbucks, say they're mocked	Deaf NY Starbucks customers say they're mocked	4.6
3027	48f2f98440874bb8e9457625d	Google's investors backed Kleiner Perkins Caufield & Byers and Sequoia Capital, the paper noted.	Google's early days were California-based Stanford University and VC firms Kleiner Perkins and Sequoia Capital.	2.8
7081	75e3efe84c488a29483d6293e	Apologize for 'house sister' scandal	"China detains officials for ""house arrest scandal"""	4.2
1758	cd6855b1944b20623072f5394	a happy dog running in the snow.	A big black dog running down a beach.	1.8
7378	c2b0586f6f1712ad68e7db744	A person eats on a tray.	A chef buttering a tray.	4.25
5244	8a3a7529fd0eec59040cfed26	New York Harlem explosion death toll rises	The storm death toll continues to rise	0.0
764	08cf985b24a9603661ebe4b8a	American flag is red	A American flag is blowing gently in the wind.	4.2
7240	78681aeba97d6ba2629a6db4d	Oil falls sharply in Asian trade	Oil prices down sharply due to trade	5.0
2771	655b447ac87eaa4b6cc48e2e0	The state wants lockdown in approximately a 1,700-square-mile area near the village of McGrath.	The state wants to kill the wolves in approximately a 1,700-square-mile area around a moose nursery of sorts.	3.2
5820	f4a885e44fea200161f5243f3	A guy is playing hackysack	A man is typing a key-board.	1.0
7855	636cf5466d2e0068fd032ebab	Two girls are running.	Three boys are playing	2.2
3861	5defc00aabafb988508b90223	Erdogan and Putin loudly raised voice	Foreign militants killed in Somalia in strike operations	0.0
2639	cbc732250e40275622ccee2c0	The bulk of the funds, 10 billion, will go for humanitarian operations in Iraq and Afghanistan.	The bulk annual bill goes for military operations primarily in Asia and Afghanistan.	4.0
875	c38a8f41db3b1d75c0b08bf14	A man is playing violin.	A cute baby is laughing and crawling.	0.0
258	2af433a8b30e538c4bfa94456	a big lion is walking.	A lion is big in a savannah	2.4
4122	1eac7f308b9fa89092d7949ab	A US Nato base in Afghanistan kills 15	Aid workers freed several Afghanistan raid	1.0
6342	749bb21e13347eec30a39871e	In Abu Dhabi is one of the premier public outdoor shopping areas.	A giant square in an Asian country.	1.6
7819	60dad2cc94a32c7db2d83502f	A man is doing a stunt on a motorcycle	A man is doing stunts on his motorcycle.	3.2
3535	92671b555ecb259f44fd507cd	myanmar government has stated that it will become a democracy by 2014.	myanmar government myanmar is on track to become drug-free by 2014.	4.6
2328	a0a7efb937c8f7fba9baa63a4	No, natural factors account for the recent warming.	You don't know if those factors contribute warming, or not.	3.0
3072	951e25685ac6e99b953edc5a4	The proportion of people covered by employers dropped from 62.3 percent in 2001 to 56.3 year.	The proportion of Americans with insurance from 2000 to 61.3 percent, decreasing in 2001 and 63.6 percent in 2000.	3.2
8554	699a9a4311bd6d5f2ac23fadb	Prince performed a tribute to US war dead	US presidents pay tribute to Mandela	0.4
1464	49f8554ee4d6e9e8b04161efe	A woman riding a bicycle on quiet area.	I am riding a mountain bike on a large trail area.	3.8
2111	5575b2dd4cecea562b5494801	Double Jeopardy involves a jury nullification.	As far as legality goes I can comment	2.2
7728	8532412999ad2f60d7f82e83f	A woman in red and white bathing suit is jumping off the dock into a lake.	A happy boy in a blue shirt and blue shorts runs across the playground	0.4
375	b5e6c55e22240756c113c8786	The animal is eating.	a beautiful woman is dancing.	0.0
3937	c8fb9e88c9021a2974358faf7	Putin claims victory in the Russian presidential election	Will Putin's Election Victory in Russia Be Greeted with Protests?	1.8
2318	026c34726c11b5460d704b862	I think he'd be better off pursuing his interests overall.	Would he be better for president	1.6
6530	d17b2a2e822f17747a2aa6df1	A fundamental linguistic question thusfar unattended is whether the concept of phoneme has always been contentious.	"""Phoneme"" is a theoretical construct which probably can't go away."	1.6
2028	32e275e85d78235f2ab2841fd	I have 5 years of Neener Neener experience lettuce too.	I have 10 years of programming rights Hi robot	2.6
2747	58107944e9dced4657e7894c8	Its shares fell cents, or 3.5 percent, in after-hours trading at $19.55.	The stock had risen 63 cents, or 3 percent close at $20.26 in regular-session Nasdaq trading.	1.25
4012	79a0a0324174d255d4da25a25	43 killed in bus crash	15 killed in crash accident	1.6
420	a9ab8e03cf07c1fc05ff16c35	A moment while a man plays the keyboard.	A woman is dancing on stage.	2.2
2368	f84cff00b92e1e0e863e91c5d	And Nugent was a loud crazy guy say what he said.	Natalie Portman fool to have insulted their fan base.	0.6
941	29c2e030b5032b5482dd93972	A calm man is meditating.	The cowboy is riding a horse.	0.75
3817	a5cf97f793990c28d3eaea55d	A prominent financier arrested in France	Three alleged drug suspects arrested in Spain	1.6
2253	27e8c11c691d0e66c6d3e6163	It means its own	Doesn't make its own BAD option.	1.6
6525	46f7be7b7a122a37849fdf2c6	Written the same methods of analysis that linguists used with spoken languages apply successfully to sign languages.	One idea that's been going around at least since the 80s is that Holds and Moves.	0.2
7500	ed31023dc31415cdf39b2af12	A old moped in front of remains of ruins.	A moped in abandoned ruins.	4.4
3243	5b3cd1393fa7d4d9e68391ef7	It is safe to assume the identification to pass some form of cap,	Its safe to assume he is prepared to pass some form of a cap....The test is to be taken	3.0
852	5330a88b6660b02ae9863f192	A woman is wearing headphones.	A woman was eating some shiso leaves.	0.6
2617	a1c114288084f767dd138dd31	The S&P 500 average eased 44 points, or 0.47 percent, to 9,543, after scoring five consecutive up sessions.	The Dow Jones industrial average points, or 0.19 percent, to 9,586.71.	2.0
3412	0878816c5c121863eed6a6262	A 32-count indictment strikes at one heart of the drug trade world,	"The latest unsealed 32-count indictment alleges money laundering and conspiracy and ""strikes at the very top targets of the drug-trafficking world,"" Jiménez said."	3.5
5536	3bb3d4c7ba94e08f96092f18d	Four more people arrested over alleged largest illegal tobacco haul syndicate	Police target illegal tobacco sales	2.8
3202	bdafde873240ff737a70b390a	Philip Morris was Altria Group Inc., which rose more than 27 percent to close at $42.31 yesterday	Altria Group Inc. MO.N rose cents, or 1.2 percent, to $41.81.	1.75
8263	ceb0ccfee383c04c332087fbc	"Mexican President Andrés the President Morales expressed ""sincere regrets and remorse"" for his actions."	"Morales, yesterday July, expressed ""sincere regret and remorse"" for his crimes."	3.8
3048	865c7b1ebd499c2385668c541	"""The figures are becoming catastrophic,"" said Dr. Patrick Pelloux, the president of the association of emergency room physicians."	"This is unacceptable,"" said Patrick Pelloux, the president of France's Association of Emergency Doctors."	2.5
8582	bd53c1aaeff6a5596105b5f2f	Former Pakistan President Pervez Musharraf again	Former Pakistan military ruler Pervez Musharraf denied bail	3.0
6317	10234815011647107c78de0b0	Baseball players play game at the park.	A basketball player, playing in the NBA game.	1.6
483	f09486bcfc980d4a32e2a5b63	A cat is licking himself.	A chef is slicing a white onion with a mandolin slicer.	0.0
7406	763476929440fd1fd04691129	A dirty man is spitting.	A robot is talking.	0.8
5787	3cb8482b6c0a9342350c7df2b	A robot is eating food.	A man is eating something.	4.2
8579	5d92abbf5600f6d4ff13568df	Two French journalists killed in Mali kidnapping	Two French journalists were kidnapped in Northern Mali	4.6
6146	74709eeb344d30582c4ca8b8b	A rabbit is running in the grass.	a big dog is running through the grass.	4.8
293	4a4737f421a3c4ee61ff05231	A person is water skiing on a lake.	A man is playing a flute.	0.0
7129	813b9cd1d719329ffd2e8d932	2 old Riot Members Reunited in Krasnoyarsk	Freed Pussy Riot pair stir up international controversy	1.2
4233	6106f7c6be1187aae334695d5	Lakers Fire Coach Mike Brown After one season	Lakers fired Brown after a 1-4 start	4.4
5020	3973e172466b02220b0e885ad	US Carrier Returns from South China Sea	China sends ships to South China Sea	2.4
7734	9b48320f027ea0c1594fa3a99	Dog is jumping down a street	A girl is jumping in the park	1.2
6185	e53ac279ab19d92fe8095bbed	Two dogs are sniffing something in the rocks.	Two dogs running down a path through woods.	1.6
926	54500cd726bc01dc0138510a6	A boy loves playing piano and singing	A man is agitating a lion.	0.0
5887	443f00efab08adc5f6a610dd4	A woman is slicing a potato.	A woman is slicing tomatoes	2.5
1794	f0ec7d1dc612e5d166564c32d	A small boy played in fresh snow.	A big fluffy white dog is playing in the snow.	1.6
7047	08c39e779da6cfb2b7dbc4e58	Prince Philip died in London	Britain's Prince Philip will miss the jubilee	3.6
7884	e41f50b51b2514a8f2e72587d	It depends on what you put to fill your tank.	it depends on what you want:	2.0
7491	1c66598040bc6b6ae78801214	A man is doing exercise.	A robot is laughing.	0.0
647	9983962a284a19322e25ab6e9	A pendulum swings on a ceiling fan	A cat was spun around by a ceiling fan.	4.2
5673	8c0eb80d1f51907e23fff1dda	Tokyo stocks open higher on buoyant U.S. markets	Tokyo shares open on strong U.S. performance	4.0
39	2385d295fb8735fba804b2eea	A woman peels an orange	A woman is eating shrimp.	5.0
8576	05c93f32f0a064d941ee62f83	Israel Forces Kill 2 Palestinians	Israeli forces kills Palestinian militant in raid	3.2
1685	0d0c21a2adab57f89cbcaf42a	A happy and dog on a sunny seashore.	Man is standing on rocks next to water	4.8
