	id	sentence1	sentence2	similarity
6814	67ae1cc19860016b4f519fab2	a key player in the Middle East.	Russia views Saudi Arabia as a crucial Islamic nation.	3.5
3551	8a0a308487161c3cdc2025c99	the nuclear program is entirely for civilian purposes.	the nuclear program is genuinely peaceful.	5.0
5155	cffbf00822c21aa87e01e21f6	the Somali government is struggling to maintain control over the region.	they are seeking to strengthen diplomatic ties with India.	1.0
1602	ada25364b1a70b7f3bb06a571	a photographer captures her elegant portrait.	the dog is panting.	0.0
4681	a0383e506a726993485797a00	James Holmes is considered innocent until proven guilty.	the question of his criminal responsibility remains uncertain.	4.0
8154	2cba9ffe857838e53ac747fe4	they will not be allowed to serve on the board.	the committee members will have no ties to the securities industry.	3.533
394	e532edc2ffa2a1017822da385	he is strumming a musical instrument.	someone is holding a bread roll.	0.0
8568	3e496d597efa67309e2cab8fa	to discuss the regional air pollution issue.	his divorce is finalized.	0.0
5095	eebdfc655a2af168d61cbb0a6	they're not taken seriously by baristas.	they're denied basic human dignity.	4.6
3027	48f2f98440874bb8e9457625d	these investors have a significant stake in Google's success.	these investors played a crucial role in Google's early success.	2.8
7081	75e3efe84c488a29483d6293e	the authorities are investigating the allegations.	the detained individuals are accused of spreading false information.	4.2
1758	cd6855b1944b20623072f5394	a canine enjoying winter weather.	a canine enjoying a coastal stroll.	1.8
7378	c2b0586f6f1712ad68e7db744	they are preparing for a snack or meal.	they are preparing a snack.	4.25
5244	8a3a7529fd0eec59040cfed26	the number of fatalities is alarming.	the number of fatalities is alarming.	0.0
764	08cf985b24a9603661ebe4b8a	the symbol of freedom is fluttering.	the Stars and Stripes are waving freely.	4.2
7240	78681aeba97d6ba2629a6db4d	prices are affected by global demand.	the Asian oil market is experiencing a downturn.	5.0
2771	655b447ac87eaa4b6cc48e2e0	the state plans to cull the wolf population in the region.	the plan is to create a wolf-free zone for moose conservation.	3.2
5820	f4a885e44fea200161f5243f3	he's kicking a beanbag around.	he is typing on a computer keyboard.	1.0
7855	636cf5466d2e0068fd032ebab	they are sprinting down the street.	three young lads are sprinting freely.	2.2
3861	5defc00aabafb988508b90223	their conversation was intense and heated.	a US drone attack targeted the vehicle.	0.0
2639	cbc732250e40275622ccee2c0	the majority of the budget will be allocated for military expenditures in the Middle East.	the majority of the funds are allocated for military activities in the Middle East.	4.0
875	c38a8f41db3b1d75c0b08bf14	he is creating beautiful music.	the baby is developing motor skills.	0.0
258	2af433a8b30e538c4bfa94456	it is roaming freely in the savannah.	it is feeling anxious and restless.	2.4
4122	1eac7f308b9fa89092d7949ab	multiple civilians and soldiers are injured in the incident.	the hostages were released safely.	1.0
6342	749bb21e13347eec30a39871e	it is a popular tourist destination in the UAE.	it is a popular tourist destination.	1.6
7819	60dad2cc94a32c7db2d83502f	he is performing a daring bike trick.	he is performing a motorcycle stunt.	3.2
3535	92671b555ecb259f44fd507cd	the country is committed to eradicating opium cultivation by 2014.	the country is making significant progress in its anti-drug efforts.	4.6
2328	a0a7efb937c8f7fba9baa63a4	the underlying cause is likely a combination of natural and anthropogenic influences.	the underlying causes of global warming are still uncertain.	3.0
3072	951e25685ac6e99b953edc5a4	the percentage of people with employer-based health insurance has decreased significantly.	health insurance coverage among Americans has decreased significantly.	3.2
8554	699a9a4311bd6d5f2ac23fadb	he honors their memory with a solemn ceremony.	honor his legacy and fight for equality and justice.	0.4
1464	49f8554ee4d6e9e8b04161efe	she is enjoying a leisurely ride in a parking lot.	a cyclist is navigating a paved terrain.	3.8
2111	5575b2dd4cecea562b5494801	it allows jurors to acquit defendants even if they are technically guilty.	I am exercising my right to a not guilty verdict.	2.2
7728	8532412999ad2f60d7f82e83f	she is taking a refreshing summer plunge.	a young child is playing freely outside.	0.4
375	b5e6c55e22240756c113c8786	it is consuming its food.	she is moving her body to the rhythm.	0.0
3937	c8fb9e88c9021a2974358faf7	Russia's political landscape is now under his control.	the Russian people's reaction to the election outcome is uncertain.	1.8
2318	026c34726c11b5460d704b862	a stronger economy and more jobs would result.	he would promote unity and equality.	1.6
6530	d17b2a2e822f17747a2aa6df1	its definition has been debated by linguists for centuries.	it's a fundamental concept in linguistics.	1.6
2028	32e275e85d78235f2ab2841fd	I am a proud owner of a unique salad habit.	experience in Neener Neener rights advocacy.	2.6
2747	58107944e9dced4657e7894c8	the stock price dropped by 3.5% to $19.55.	the stock price reached $20.26 at the end of trading.	1.25
4012	79a0a0324174d255d4da25a25	a devastating accident has occurred.	at least 15 people lost their lives in the tragic accident.	1.6
420	a9ab8e03cf07c1fc05ff16c35	a couple enjoys a musical moment together.	she is performing a choreographed routine.	2.2
2368	f84cff00b92e1e0e863e91c5d	he was utterly mistaken in his statement.	she underestimated the power of social media.	0.6
941	29c2e030b5032b5482dd93972	he is practicing mindfulness and inner peace.	he is on horseback.	0.75
3817	a5cf97f793990c28d3eaea55d	a major blow to the terrorist organization's financial network.	the arrests are a significant blow to the terrorist organization's operations in Europe.	1.6
2253	27e8c11c691d0e66c6d3e6163	it is a viable choice.	it's just not the best one available.	1.6
6525	46f7be7b7a122a37849fdf2c6	the principles of linguistic analysis are universally applicable.	it's all about the intent behind the action.	0.2
7500	ed31023dc31415cdf39b2af12	the scene is one of post-apocalyptic devastation.	the scene is one of post-apocalyptic desolation.	4.4
3243	5b3cd1393fa7d4d9e68391ef7	the Senate is likely to approve a cap of some kind.	the specifics of the cap are still unclear.	3.0
852	5330a88b6660b02ae9863f192	she is listening to music.	she is preparing a traditional Japanese dish.	0.6
2617	a1c114288084f767dd138dd31	the stock market has experienced a slight correction.	the stock market index increased by a small margin.	2.0
3412	0878816c5c121863eed6a6262	it targets a major player in the drug trade.	it's a major blow to the drug cartel's leadership.	3.5
5536	3bb3d4c7ba94e08f96092f18d	the authorities are cracking down on organized crime.	cracking down on cigarette smuggling operations.	2.8
3202	bdafde873240ff737a70b390a	Altria Group Inc. stock surged 27% to $42.31 per share.	the stock price dropped 1.2% to $41.81.	1.75
8263	ceb0ccfee383c04c332087fbc	he deeply apologizes for his past mistakes.	he deeply apologizes for his wrongdoings.	3.8
3048	865c7b1ebd499c2385668c541	the situation is extremely alarming.	the lack of medical resources is a serious concern.	2.5
8582	bd53c1aaeff6a5596105b5f2f	he is facing multiple charges for his alleged involvement in political corruption.	he is no longer in custody.	3.0
6317	10234815011647107c78de0b0	they are enjoying a recreational activity outdoors.	it's a special match for the team's fans.	1.6
483	f09486bcfc980d4a32e2a5b63	he is grooming himself.	he is finely chopping the onion with a kitchen tool.	0.0
7406	763476929440fd1fd04691129	he is expressing his frustration.	he is having a conversation.	0.8
5787	3cb8482b6c0a9342350c7df2b	he is consuming a meal.	he is having a snack.	4.2
8579	5d92abbf5600f6d4ff13568df	the incident highlights the risks faced by foreign reporters in conflict zones.	the situation in Mali is increasingly volatile.	4.6
6146	74709eeb344d30582c4ca8b8b	a canine is roaming freely.	a furry creature is galloping across the lawn.	4.8
293	4a4737f421a3c4ee61ff05231	she is enjoying a thrilling aquatic experience.	he is making beautiful music.	0.0
7129	813b9cd1d719329ffd2e8d932	they performed a concert in support of political prisoners.	the Russian opposition movement gains momentum.	1.2
4233	6106f7c6be1187aae334695d5	Mike Brown's tenure ends abruptly due to poor performance.	Mike Brown's tenure as Lakers coach was short-lived.	4.4
5020	3973e172466b02220b0e885ad	it marks a significant milestone in China's naval expansion.	it's a show of military strength in the region.	2.4
7734	9b48320f027ea0c1594fa3a99	the dog is descending a slope.	a young child is playing freely.	1.2
6185	e53ac279ab19d92fe8095bbed	they are exploring the terrain.	a pair of canines are traversing a woodland trail.	1.6
926	54500cd726bc01dc0138510a6	he is a talented young musician.	the lion is getting annoyed.	0.0
5887	443f00efab08adc5f6a610dd4	she is preparing a meal.	she is preparing a healthy snack.	2.5
1794	f0ec7d1dc612e5d166564c32d	a child's joy is contagious.	the canine is enjoying the winter weather.	1.6
7047	08c39e779da6cfb2b7dbc4e58	he is receiving medical treatment for an undisclosed illness.	he will not be able to attend the royal celebrations.	3.6
7884	e41f50b51b2514a8f2e72587d	it's a matter of personal preference.	the answer is not that simple.	2.0
7491	1c66598040bc6b6ae78801214	he is engaging in physical activity to stay fit.	the sound of joy is contagious.	0.0
647	9983962a284a19322e25ab6e9	it's a feline acrobat in action.	the cat is being blown around by the ceiling fan's air circulation.	4.2
5673	8c0eb80d1f51907e23fff1dda	the Japanese stock market is optimistic about global economic prospects.	the Japanese stock market is boosted by the positive US economic indicators.	4.0
39	2385d295fb8735fba804b2eea	she removes the shells from the shrimp.	she is preparing a seafood dish.	5.0
8576	05c93f32f0a064d941ee62f83	the violence in the region escalates further.	a tense situation in the region has escalated further.	3.2
1685	0d0c21a2adab57f89cbcaf42a	a serene and peaceful scene unfolds.	enjoying a serene and peaceful moment together.	4.8
153	ed622dbf0728d04f60641c1e4	he is preparing a salad.	he was preparing a salad.	3.8
6378	68f74e8d5b70c110659210779	you can use LaTeX's hyperref package for this purpose.	you can store your files on their servers.	0.8
4654	b69bfd41c98833cd321dee44b	insurgents continue to pose a significant threat to regional stability.	the attack was carried out by a member of the Afghan security forces.	3.0
4304	2732abcb4ea6c401e5314909b	the situation in Syria remains volatile.	he will miss the Tour de France for two years.	0.0
571	08ba1b4e436aa1019de264bec	they are having a beef.	a fierce cow fight is underway.	4.0
4516	5ade95ab09dd7c2b035aafca2	the political unrest in Thailand has escalated.	the democratic process is being disrupted.	2.8
6320	1ab57686fb69a78c4ee025337	they are having a difficult time with their fishing gear.	they are hauling in a catch.	3.0
3990	58981852b7fbc12fe35814d2c	the corporation's reputation is at stake.	the BBC is facing a crisis of confidence.	3.6
128	abe515de25a9fe7e8cbac8ff6	she is a musician.	he is a musician.	1.75
7809	46eb168e1158a4f1ae6309c7e	they are traversing the snowy terrain on skis.	they are engaging in a form of Nordic skiing.	3.6
4475	0ce1064ab18264a0aaeab8f3e	the Japanese market is experiencing a slight correction.	the Japanese market is experiencing a correction.	3.0
2883	121b595635e99751b311afb3f	no further information is available at this time.	the company's spokesperson declined to make a statement.	3.6
2423	91cf8ec8d9b4fdeaa97f5da09	Mexico's economic growth is stable.	is living in poverty and struggling to survive.	1.4
4046	048e10615e86e2aa4a840384a	Android is a key part of Google's strategy.	Android is a significant but not crucial part of Google's strategy.	4.0
4740	2091d4ad6503a5aa866c87534	its innovative business model failed to gain traction.	its innovative technology will be acquired by a major automaker.	4.4
7439	51c2b50108330a74a0f9e95fd	he is cooking a meal.	he is cooking a meal.	4.2
8112	7286b379f51ab025fc638fcd1	it's not the most efficient use of resources.	it's a distinct molecular structure.	0.0
3166	afff15ce22fe13ca7035ab0f8	he donated a significant portion of his wealth to charity.	Mr. Turner holds a significant stake in AOL.	1.6
6037	bce75b3c2c325f49c3e82c502	a female figure is situated beside a vehicle.	a canary is perched precariously.	0.0
7239	62439d47c47dff396c4e49ba8	the new chief will focus on stabilizing the region.	the UN's mission is to maintain stability and security in the region.	2.0
2298	80e44dcb73f6b217024c80cef	we are all carriers of joy and hope.	we are all capable of creating something beautiful.	1.8
5694	da1892441a1a1d2a258428c99	the US government is cracking down on foreign hackers.	the U.S. is overstepping its authority in international cybercrime issues.	2.0
5557	8aa6e661ce094b176f024dd71	the infighting is a major setback for the anti-Assad movement.	a sign of the ongoing struggle for power in the region.	5.0
2077	9a25704dee1c1900f670edd50	the pentagon has no missile remnants.	there is no evidence of a missile attack on the Pentagon.	2.6
2809	d888b9c579530437123fd89fe	they are seeking unrealistic beauty standards.	beauty standards are increasingly unrealistic.	4.75
564	fa45591da72563b5260cd6bb5	the kitten is having fun with a toy.	the kitten is having fun.	4.4
4859	6c97f7452ea69bf78dbf7b759	a significant step towards peace and reconciliation in the region.	the situation in Israeli prisons is dire.	1.0
2264	232319a9d1b760e4076d42f44	your humor needs a recharge.	it's time to reprogram your behavior.	0.4
1910	74a3dfbfb8002979f8e026b53	two kids are having fun together on the beach.	two friends are having a fun adventure together.	3.4
8461	0d678f125e6c0e50b2710dc2b	the perpetrator will spend a decade in prison.	the perpetrator will spend a decade in prison.	4.2
5238	3fc692bb0555e47a11e489b6f	expresses deep concern about the humanitarian situation.	he will address the nation on the crisis.	1.6
2487	0f75981a452863c76732b43e3	the results are the highest ever recorded.	the stock market has experienced a significant surge in recent years.	3.0
5805	6b2a001c5e8ca79f1cfdb0a76	he is strumming a musical instrument.	he is consuming a yellow fruit.	0.6
655	176e83adcc02ce8284edf8385	he is having a breakfast.	he is having breakfast.	4.0
8160	4b2833d955ea573dccce587bf	the West Nile virus has been detected in Delaware this year.	this marks the first reported human case of West Nile virus in Suffolk County this year.	1.5
907	4b6e5bb2ca3c5c60e425b0562	it's cooked in a sizzling hot skillet.	she is cooking dinner.	3.25
7242	3016821576da9440b2c7d0792	tensions escalate in the city.	tensions in the city are escalating rapidly.	3.0
1184	d29d4ffaaaff97156486fe1bf	it's a display device lying horizontally.	a sleek piece of modern technology dominates the room.	5.0
2654	82a5ec81a4db7079160f63fe1	he declined to speak on the matter.	he will address the media later today.	4.778
2914	97fcbda856cec5ca407020c37	the killer planned every detail meticulously.	the killer's actions were calculated and deliberate.	4.0
4894	558c549c2569c6bb42d3d3542	the market sentiment is uncertain.	the market reaction was neutral.	3.6
2594	64a41d82946ecb8fc6f7fadd4	the euro has reached a three-month high.	the euro's value has fluctuated significantly today.	2.2
1377	447df9364e2aa77b8d0132976	a farmer is at work.	he is helping the sheep graze.	4.2
6521	00e1db05e021970a481c05927	it is used to form questions and negations.	it functions as a verb modifier.	0.6
4076	527e129f52c2d11b0ed852937	the government is still considering the request.	the country's government is still considering its options.	3.8
5719	a93563592341f2c447c305046	the group's violent activities undermine democratic processes.	the country is on high alert for potential unrest.	1.0
6999	0a7ccd71e4c1933c28d50a207	Israel is heading for a snap election.	the election is expected to take place in the coming months.	4.4
5248	e0f26d5fad5fb704fa210bfd6	the financial news and market updates are now archived.	the financial news and market trends are summarized here.	2.4
7820	fcc77e7144f764092125eab0f	are having a thrilling off-road adventure.	they are enjoying the outdoors.	1.6
5572	1cf6a97c8a390e887a63dbdf9	the country is on high alert for potential protests.	protests are expected to escalate nationwide.	4.0
4919	49ac10fa359868b26e74f0499	the country's progress on LGBTQ+ rights is a mixed bag.	marriage equality is now a reality in the country.	2.2
5191	b61cb9963c1649407fb3d40be	diplomats are working on a peace agreement.	we want a just and lasting peace in the region.	1.4
2313	46071e2f0dcb7e9e3a8f55902	theyre having a blast.	it's entertaining to see them have fun.	2.2
8385	357ed561e7f4d22f3761a7854	the country is in a state of national mourning.	investigators are working to determine the cause of the tragedy.	1.6
6225	c57f324dea3480378e2c6e24f	they are having a fun winter day.	it's a winter wonderland scene.	4.5
6759	20682fa7c6c30f2dfe6decf6b	people with compromised immune systems are at higher risk.	individuals with compromised immune function are more susceptible to infection.	4.0
6863	45e826b132027ce295adf0520	security protocols were compromised at the park.	security protocols were severely compromised.	4.75
8221	a57a4a931ee718d0575e55133	they witnessed the naval vessel's departure from the port.	the dignitaries will witness the launch event.	3.5
838	0b988002a6abb61e16958ab46	a lively party is underway.	a jolly tune is filling the air.	3.0
5636	134de1e7bf16161f5f1379a8d	the reports are misleading and inaccurate.	he is finally at peace.	2.0
5189	0056677e615ac8ffd930ddee3	the situation is extremely dire and requires immediate attention.	a violent uprising has occurred.	4.0
7922	9525752b5db4be112ff5449d9	I had to think outside the box.	I had to troubleshoot the issue.	5.0
6017	87629f8c9b0109115a2728dca	this is a happy and confident person.	they are expressing enthusiasm and approval.	3.4
7482	4c86c8967988b8f3a12afda9d	she is enhancing her facial features.	she is enhancing her physical appearance.	2.75
1967	95217db8447810339a925d914	he is a rock musician.	she is dressed for winter.	0.0
6755	e94259a562a2537699e17d49f	it's a rare talent with the right blend of skills and experience.	identifying the right candidate with the required expertise will be the biggest challenge.	3.75
7776	d2bbc467ecb78754ca80e130b	they are building a card castle.	it's a fashion statement gone wrong.	0.2
393	50d4bbe9236c146fdb2df3b26	a colony of penguins is waddling.	a massive migration is underway.	2.8
6483	e9afdd3614d0566e6e4e69280	wait until they are perfectly ripe before picking.	I have a bountiful garden in the First State.	0.6
606	016b3ca8cc92e655f3c5548f0	he is discharging a firearm.	he is preparing a sandwich.	0.8
497	dc09fd222d9886d831223f48b	a young child is having fun with a canine companion.	a young child is interacting with a canine companion.	3.75
4182	77ca6d0a053146804a2c1661a	the President's resignation is imminent.	the NPP Germany is calling for his immediate resignation.	2.6
5531	45e3e5cee29bb273ee9b25c1b	the move is seen as a provocation by the Palestinian side.	the move is seen as a major obstacle to achieving a lasting peace agreement.	4.8
8002	c186cd59bf6476727f1920a8b	foreign travelers require a valid visa to enter the United States.	a visa is necessary for Nepalese citizens to enter the UK.	1.0
1472	b35143760540ced64adcc1f62	the weather is gloomy.	it's a serene scene.	4.6
6660	8e785242c1ff511987eb32d76	it's better to break down large goals into smaller, more manageable chunks.	anticipate flexibility in your schedule.	2.6
7642	701b8caf5e5c02a42814ddc5a	he is contemplating life's mysteries.	he performs a daring rock jump.	1.33
2519	d967d9ebd3f6dc45c6f736f5c	information production has accelerated by 30% annually between 1999 and 2002.	they are renowned experts in the field of digital information.	2.0
1084	06fb30ad050f6aa7e9c089dce	he is contemplating the beauty of nature.	it's a winter wonderland scene.	0.0
7718	ec0622d0f50630e33d837e5b5	a young boy is having fun at the beach.	she is playing with a green rubber band.	0.6
7430	74e3da9e706cecad46ea9e2ff	a young musician is performing on stage.	he is making beautiful music.	2.8
2943	71aae612a606874b198bdd9ec	it's a significant investment opportunity for the company.	that was a significant takeover bid.	3.5
2371	baaee170b08c466eab7e6695f	I missed the point where he said that black people were going to riot.	I never anticipated racial unrest.	2.4
795	74cf7be1c261229eb34d88daf	he is using a vegetable chopper.	he is ascending vertically.	0.4
6167	9cc7c110c15b506ade887bb67	they are enjoying their music.	they are taking a break to recover from their workout.	1.2
831	2e68299412f3050a6a790f108	he is preparing a snack.	she is riding a horse.	0.0
6445	bee05b94fd8f9e6f5578766cd	Tom's feelings for her are ambiguous.	the sentence is simply a statement of fact.	1.8
7231	e25e759618f4368a43ad740e3	it marks a significant milestone in China's space exploration program.	China has successfully deployed a robotic explorer on the lunar surface.	5.0
6296	e42a58969aedc95bded40e785	the player is playing basketball.	it is an act of catching a ball.	1.6
1164	e70f04af54c9e50f2b867bea2	a bovine creature is grazing in a meadow.	a bovine silhouette against a rural backdrop.	4.2
1272	5117bf5148d83361056bba3b9	the cat is situated in a location with bicycles and a door.	a cow is grazing peacefully.	0.0
7156	f7feae588ca1a37b6dab550e8	they are searching for survivors and assessing damage.	show the devastating effects of the disaster.	2.2
3341	079a061262ce82fb491fa1129	the stock market is reacting positively to the company's latest financial results.	the stock price increased by a small margin.	4.25
1636	190d391ea0bd6fabdcc076758	a canine is enjoying a day at the seaside.	he is attempting a shot near the basket.	0.6
2483	0bee7b165a39d03b5df5f60a1	being obese in your 20s can lead to serious health issues.	approximately one-third of Americans are significantly overweight.	2.6
2158	d04eecc5182baca3c579cedb4	the power source is the battery.	the alternator is the source of all electrical energy.	2.4
5027	3aba218e4f9cbaf286fb4cbbb	he becomes the 26th Prime Minister of Australia.	Marking a new era in Australian politics.	5.0
5614	eeac7d51d62646c7a5bb14c0b	the situation in Bangkok is increasingly unstable.	the country's government is in crisis.	3.0
6414	0f20a4b9618472f597dbb3e78	they have an exceptional capacity for recalling details.	the evidence suggests otherwise.	0.0
8606	fc50de3dad745975251f2dfd2	the company's bitcoin reserves are significantly larger than previously thought.	the lost bitcoins are now recoverable.	5.0
6107	1055ccf09f603d1c954f1e845	rides through the open fields.	rides majestically through the open fields.	3.8
769	53be4cf82f85d7847083f3f49	she is making an omelette.	she is preparing an omelette.	3.5
2027	94575730c1db4194cd2bfd5b1	numbers can be quite amusing.	but it seems I was wrong about calculus.	2.2
4246	c0123788e6b2e45e647c8c23e	multiple vehicles were involved in the accident.	multiple vehicles were involved in the accident.	3.6
2332	d78d54adc8ae02bf204e2c8d0	conservative policies are being implemented.	the state government is currently dominated by the Republican Party.	0.8
400	2e9590a795c98cb612112eb81	he is strumming the strings.	he is trying to catch up on current events.	0.8
2726	3dbdc29326b2ecce526c6c6d4	his freedom is a significant step forward.	he was exploring ways to promote cross-cultural understanding.	2.4
7873	a33ffeb93d917b8a83ab9e1bc	they are radiating joy and enthusiasm.	they are participating in a charity event.	1.2
5544	57a3c1ae1a3ee389c8359c843	the situation in the West Bank remains tense.	the Israeli government opposes Palestinian claims on West Bank settlements.	1.2
641	ae37ca88b4c319b1eb14bf9d4	he is eating a snack.	he is eating a snack.	5.0
5523	fe50d82b49826b3a23e31a7ca	a tragic incident has occurred in the region.	a violent crime wave is spreading in the region.	0.4
882	633f440f2c66c21f145739d1f	he was forced to swim for his life.	he is trying to save him from drowning.	2.5
5975	c93b92fa5b6e3ed81fb02214f	she is preparing an omelette.	he is exercising his upper body strength.	0.0
851	e59ec59e4b848049bc4818c99	they are enjoying a thrilling water experience.	she is enjoying a thrilling water ride.	2.0
8183	c1ffcbfc3b06a6bfe79936370	approximately one in five American women are smokers.	more women in Nevada smoke than anywhere else.	1.333
5288	f169b403c3b648bf9366fea31	a major incident is unfolding in the city center.	a devastating incident in a sensitive location.	2.0
6996	1ea7a5265c6cbb8a2c5996c10	they worry that vendors will exploit these features to restrict content access.	vendors might exploit these features to restrict user access and control.	5.0
7773	2b8c63771e026265caf6bd3cd	he is carving a unique winter art piece.	he is creating a work of art.	2.6
5242	cb2e8c72be64666c4f0264dfe	the virus is highly contagious.	the virus is highly contagious.	3.8
6417	a4c155f7f9d35a36395491b33	it is because of the social proof and herd mentality that drives human behavior.	the level of trust determines the extent of reliance.	2.6
6345	97347ea70b2eca955ed5dd092	she is taking a risk with her eye health.	she is a competitive swimmer.	3.0
7921	9c7e8992b26389e5af8dbdfa1	the map for Switzerland is a great addition.	Curries is another solution to consider.	0.0
557	5e258921a6625e0536b6123cf	he is strumming the strings.	he is banging away on the drum set.	1.556
5206	1c025e60c7189d033e04e78dc	efforts are being hindered.	a travel advisory has been issued for the region.	0.4
3834	dde0caff358361fb78145fab3	market sentiment is optimistic.	traders are bracing for market volatility.	0.4
8129	6caf4a1862587b5d50e589f53	the goal is to revitalize neighborhoods and foster community development.	the initiative aims to revitalize urban areas and foster community development.	3.6
714	ba681022abb2fcc1018d1fd4f	he is being transported to the hospital.	he is serving a meal.	0.0
4920	1c446ebb1f93d583c8fea5e16	Fred Talbot's career is under scrutiny.	he is being investigated for alleged misconduct.	3.8
1570	269635f6fbd5f5dc8a4003166	a brigade of firefighters is on the scene.	a group of firefighters are gathered around the vehicle.	4.2
1455	e3445866a62544cf495acdf15	a vintage train enthusiast's prized possession.	the image depicts a striking locomotive design.	3.0
3707	e78e2840dfb98103b59390e9b	it lasted for three days.	the duration was quite long.	2.8
5837	02e2d0a2d40ecf1613c6c8fcd	she is enjoying a leisurely ride.	she was riding it gently.	4.5
1913	c78c5a744495c6e1ae896286b	a duet is taking place.	a duet is being performed.	4.4
866	b0ac53cf30ee77d59bd15b9c4	he is operating a vehicle.	she is preparing it for frying.	0.0
1334	d74a847f6e4963966ec09308c	the image depicts a majestic equine visage.	a bright yellow vehicle with a distinctive shape is shown.	0.0
3864	832ebb07d25b52659d7d5868f	summer break is a welcome respite for students.	the strike's impact on education and labor relations will be significant.	2.2
3316	bfdad0f098d385192770d662f	there was no prior warning of the Bali bombing.	there was no prior warning of the Bali bombing.	4.25
1905	8436b8518ca1907208bfaf2e4	they perform a mid-air maneuver.	they perform a daring aerial stunt.	4.0
2376	7f613d2cd80369947f9797336	the duration of collapse is not equal to the seismic data.	the intensity of the earthquake is the key factor.	4.6
7926	cdb36b6c81b89688ddb434354	your choices will determine the outcome.	the specifics of your trip will determine the outcome.	4.0
1321	38a090ba77b70741d4f9f895f	a symbol of London's iconic transportation system.	a iconic London mode of transportation is moving along a thoroughfare.	4.8
2536	b566202b16e5810ffcbd852c6	they sought to address the party's growing concerns about the economic impact on minority communities.	they sought to address the controversy surrounding the party's treatment of minority employees.	3.25
1203	0a861a9d751f704adfc6dcea7	are designed to illuminate the road ahead.	the car's front lights are the focal point.	4.2
2987	b58ddb644e7f945967a64596c	the investigation has covered several Midwestern states.	the search efforts have covered the Midwest region.	3.75
1371	2498fb46ffbad28f810135545	a feline with unusual eye color is staring at the lens.	a feline with striking ocular features is in frame.	5.0
1735	9f0d3ca5272b12811b6144e59	is a symbol of warmth and optimism.	he is a sun god.	5.0
745	cc1b095c15df749f3e28764e4	a canine is articulating its thoughts.	it's a refreshing snack for the canine.	0.6
4117	6a924423bdbae937c37d74eb6	a devastating mountain disaster has occurred.	a devastating mountain disaster has occurred.	2.4
7468	a59da91039127b617406a88d0	they are sprinting along the shoreline.	they are exercising outdoors.	3.0
4789	b7b7f87fc06b86851734f3a38	she will continue to lead Germany's government.	a strong mandate for her party's policies.	3.8
5152	75158eaaed2d1355abbd2f8fa	the diplomatic situation in the region is precarious.	the situation is under control.	3.6
6007	5d2c4c40d7d2b8913f88427f8	a small bird was sitting on a tree branch.	a bird is sitting on tree limbs.	2.25
4053	d9b9e16c49f50388c905a06f8	she is expected to bring a new perspective to the party.	Amar Singh's decision will be crucial for her political future.	3.8
1820	32b2dbf54b416e42689f82297	a winter wonderland scene unfolds.	are enjoying a winter wonderland.	3.0
246	e2b53e861e42ffda7ccfdba90	he's adding a dairy delight to his meal.	he added a savory topping to the pie.	5.0
6602	c35eb228bfe4d928507983162	the accessibility relation is a direct consequence of your axioms.	it's all about the rules of the logical framework.	3.8
7107	fe643460cae55f5c68560986d	it's a significant step towards renewable energy.	the company is expanding its renewable energy portfolio.	5.0
2404	c107989fd7a09c2db0bcb83ab	it is essential to respect her autonomy and reproductive choices.	you believe in respecting her autonomy.	2.8
6834	081e7872d52b1495f47d262cf	a thorough review of his life has been conducted.	they are scrutinizing every detail of his life and finances.	3.75
1194	fbd5c4eb0a3550b0ea27f8b36	a monochrome image of a feline in repose.	a monochrome feline silhouette on a carpeted surface.	4.2
7519	20b40f4eb5b930a61faa06652	a domesticated feline is resting on a piece of furniture.	a feline is occupying the dinner table.	4.0
2831	8d1e7900db6a52179271117b5	the plan's fate was sealed in a London meeting with Joe Hockey.	he discussed ways to boost tourism between the two countries.	2.8
7800	8d9055c9c7859687509fad148	he's strumming his favorite tunes.	he is a talented drummer.	1.2
3809	bb753f95558de006262fd955c	at least 200 people are feared dead or injured.	a devastating explosion has rocked the region.	3.6
6042	74410407e2355db75f2fa393e	a classic piece of furniture is depicted.	a nostalgic snapshot of a bygone era.	1.2
19	ca0ea7c291a7a9bc20bd59aa6	he is on horseback.	he is mounted on a horse.	5.0
7857	465dfc9c50c18bb4075489ac5	a musician is performing on stage.	a musician is performing live.	2.8
7518	f9a2578810cf724cc93fe8442	two locomotives are waiting to depart.	two locomotives are waiting to depart.	5.0
45	844e12c733a3b8c17b699939b	he is creating beautiful music.	she is creating beautiful music.	1.0
4895	81a08d4527371e3f70c5e282e	a reported civilian casualty toll raises concerns about collateral damage.	the attack has sparked widespread condemnation.	2.8
6233	52d7690e194f949c5765bcfc9	a dog is performing an impressive stunt.	a playful dog is enjoying the outdoors.	5.0
5092	5e5398ab7d68b179a22bbeb05	the violence in the region is escalating rapidly.	a potential threat to regional stability has been highlighted.	3.2
6199	2a21929a5cd08f78910e22143	the dogs are enjoying the outdoors.	they enjoy the warm sunny day.	4.6
4293	447ea1ebbebf8f8284d432e87	the attack highlights ongoing tensions in the region.	a significant blow to terrorist activities in the region.	3.0
969	eecd4822d757561ac670ecc71	he removed his shades during conversation.	he takes off his glasses to see more clearly.	3.4
1206	45f369ce892f0f42ce489910d	is a picturesque scene.	a rider on a horse with a distinctive color combination.	3.2
4680	bf97a6e7b24b1b662637a4351	the Moscow mayoral election results are in favor of Putin's ally.	the election results are disputed.	3.4
